[14:27:1] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | AddCommand
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetFontSize
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | .ctor
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | InitializeValues
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetFontSize
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | LoadSettings
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetGameFolderPath
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetCommands
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetOriginalSize
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetPosition
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | LoadFolder
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | CreateCGList
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetCommands
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetFontSize
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | InitializeEvents
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | OnSourceInitialized
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | RegisterHotKey
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:29] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | InitializeValues
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | readSettings
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SelectGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | AddCommand
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | AddCommand
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | InitializeValues
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | LoadSettings
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetCommands
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetOriginalSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetPosition
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | LoadFolder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | CreateCGList
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetCommands
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | InitializeEvents
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | OnSourceInitialized
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | RegisterHotKey
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | EditButton_Click
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnEditButtonPressed
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_MouseDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnFontSizeSliderChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | main_Window_SizeChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeAllObjectsSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResizeController
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | EditButton_Click
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnEditButtonPressed
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | AddButton_Click
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | ListViewItem_SelectionChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnPropertyChanged
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | Window_Closing
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetCommands
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnWindowClosing
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetXPosition
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetYPosition
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetWidth
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetHeight
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | writeSettings
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | writeSettings
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SerializeObject
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | LoadFolder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
